recordid,address,house_number,street,zip_original,cb_original,site,species,diameter,status,wires,sidewalk_condition,support_structure,borough,x,y,longitude,latitude,cb_new,zip_new,censustract_2010,censusblock_2010,nta_2010,segmentid,spc_common,spc_latin,location
337954,93-014 215 ST,93-014,215 ST,11428,413,Front,ACPL,9,Good,None,Good,None,Queens,1055560.721,201676.7052,-73.742744,40.719945,413,11428,542,3001,QN34,100490,MAPLE NORWAY,ACER PLATANOIDES,(40.719945 -73.742744)
410458,111-025 147 ST,111-025,147 ST,11435,412,Front,ACSA2,4,Good,None,Good,None,Queens,1040498.574,189743.8166,-73.797181,40.687301,412,11435,190,2000,QN76,58733,MAPLE SUGAR,ACER SACCHARUM,(40.687301 -73.797181)
252887,84-016 109 ST,84-016,109 ST,11418,409,Front,ACPL,16,Excellent,None,Good,None,Queens,1028305.563,194650.2166,-73.841114,40.700837,409,11418,128,1001,QN54,53204,MAPLE NORWAY,ACER PLATANOIDES,(40.700837 -73.841114)
313076,111-043 205 ST,111-043,205 ST,11412,412,Front,PLAC,28,Good,Yes,Good,None,Queens,1053101.809,196001.8756,-73.751673,40.704389,412,11412,532,1001,QN34,64771,LONDON PLANETREE,PLATANUS ACERIFOLIA,(40.704389 -73.751673)
31198,303 E 57 ST,303,E 57 ST,10022,106,Side,GLTR,7,Excellent,None,Good,None,Manhattan,993910.7711,215889.711,-73.965128,40.759239,106,10022,108,2001,MN19,36262,HONEYLOCUST,GLEDITSIA TRIACANTHOS,(40.759239 -73.965128)
70450,2541 OLINVILLE AV,2541,OLINVILLE AV,10467,111,Across,GLTR,4,Good,None,Good,Stakes / Wires,Bronx,1020644.586,253970.2754,-73.868422,40.863689,211,10467,33202,1000,BX07,87507,HONEYLOCUST,GLEDITSIA TRIACANTHOS,(40.863689 -73.868422)
97750,292 PUTNAM AV,292,PUTNAM AV,11216,203,Front,GLTR,11,Good,None,Good,None,Brooklyn,998268.5825,188515.7927,-73.949455,40.684098,303,11216,249,2000,BK75,29795,HONEYLOCUST,GLEDITSIA TRIACANTHOS,(40.684098 -73.949455)
389606,166-015 32 AV,166-015,32 AV,11358,407,Side,ACPL,10,Good,None,Good,None,Queens,1039957.811,219519.1574,-73.798884,40.76903,407,11358,1141,1012,QN51,131760,MAPLE NORWAY,ACER PLATANOIDES,(40.76903 -73.798884)
107989,PS93 HERKIMER ST,PS93,HERKIMER ST,11216,203,Side,PLAC,17,Good,None,Good,None,Brooklyn,998059.0496,186902.3597,-73.950214,40.67967,303,11216,247,1003,BK61,29856,LONDON PLANETREE,PLATANUS ACERIFOLIA,(40.67967 -73.950214)
178463,1053 79 ST,1053,79 ST,11228,210,Front,PLAC,22,Good,Yes,Good,None,Brooklyn,980019.8729,165636.4462,-74.015238,40.621309,310,11228,204,2003,BK30,17340,LONDON PLANETREE,PLATANUS ACERIFOLIA,(40.621309 -74.015238)
165137,165 MACDOUGAL ST,165,MACDOUGAL ST,11233,216,Adjacent,ZESE,9,Good,None,Good,None,Brooklyn,1007860.436,186966.2449,-73.914876,40.679824,316,11233,371,3001,BK79,43772,ZELKOVA JAPANESE,ZELKOVA SERRATA,(40.679824 -73.914876)
102337,585 10 ST,585,10 ST,11215,206,Front,SOJA,15,Good,None,Raised,None,Brooklyn,989549.0002,181818.5,-73.980899,40.665725,306,11215,151,1000,BK37,22856,JAPANESE PAGODA TREE,SOPHORA JAPONICA,(40.665725 -73.980899)
344045,34-020 34 AV,34-020,34 AV,11106,401,Adjacent,ACPL,4,Poor,None,Good,None,Queens,1005115.26,215617.0484,-73.924684,40.758471,401,11106,57,1002,QN70,67757,MAPLE NORWAY,ACER PLATANOIDES,(40.758471 -73.924684)
95145,3819 HARPER AV,3819,HARPER AV,10466,112,Adjacent,UNKDEAD,14,Dead,None,Good,None,Bronx,1030359.659,263023.3912,-73.833236,40.888492,212,10466,484,2007,BX03,95596,UNKNOWN DEAD TREES,UNKNOWN DEAD TREES,(40.888492 -73.833236)
341927,31-002 83 ST,31-002,83 ST,11370,403,Across,ACSA1,26,Good,None,Raised,None,Queens,1016082.683,215922.5985,-73.885095,40.759277,403,11370,327,1004,QN28,76382,MAPLE SILVER,ACER SACCHARINUM,(40.759277 -73.885095)
176399,2654 E 7 ST,2654,E 7 ST,11235,213,Front,PLAC,5,Good,None,Good,None,Brooklyn,994859.4729,152720.5202,-73.961803,40.585852,313,11235,370,4001,BK19,25579,LONDON PLANETREE,PLATANUS ACERIFOLIA,(40.585852 -73.961803)
40179,43 W 110 ST,43,W 110 ST,10029,111,Front,GLTR,9,Good,None,Good,None,Manhattan,998741.065,229345.835,-73.947663,40.796165,110,10026,186,2001,MN11,166137,HONEYLOCUST,GLEDITSIA TRIACANTHOS,(40.796165 -73.947663)
265439,160-028 95 ST,160-028,95 ST,11414,410,Front,ACPL,24,Good,None,Good,None,Queens,1029380.336,178808.7755,-73.837344,40.65735,410,11414,884,3006,QN57,50572,MAPLE NORWAY,ACER PLATANOIDES,(40.65735 -73.837344)
255199,87-035 117 ST,87-035,117 ST,11418,409,Adjacent,ACPL,23,Good,Yes,Good,None,Queens,1030767.042,193831.2546,-73.832242,40.698576,409,11418,122,1001,QN54,55877,MAPLE NORWAY,ACER PLATANOIDES,(40.698576 -73.832242)
446808,220 SUFFOLK AV,220,SUFFOLK AV,10314,502,Front,PLAC,24,Good,Yes,Good,None,Staten Island,948864.2652,157956.4991,-74.127426,40.60016,502,10314,18702,4017,SI05,8172,LONDON PLANETREE,PLATANUS ACERIFOLIA,(40.60016 -74.127426)
338860,153-025 111 RD,153-025,111 RD,11433,412,Front,TICO,10,Excellent,Yes,Good,None,Queens,1041305.922,190177.2562,-73.794266,40.688485,412,11433,270,1009,QN01,60146,LINDEN LITTLE LEAF,TILIA CORDATA,(40.688485 -73.794266)
125306,624 ELTON ST,624,ELTON ST,11208,205,Adjacent,PLAC,23,Good,Yes,Good,None,Brooklyn,1017030.741,182506.1479,-73.881835,40.667553,305,11208,1120,1004,BK82,47955,LONDON PLANETREE,PLATANUS ACERIFOLIA,(40.667553 -73.881835)
213947,24-050 46 ST,24-050,46 ST,11103,401,Front,PYCA,3,Good,None,Good,None,Queens,1010222.336,218573.5928,-73.906238,40.766572,401,11103,141,2013,QN70,75522,PEAR CALLERY,PYRUS CALLERYANA,(40.766572 -73.906238)
320952,182-020 RADNOR RD,182-020,RADNOR RD,11432,408,Front,ACPL,10,Good,None,Good,None,Queens,1044323.903,201911.9962,-73.783279,40.720674,408,11432,1277,1011,QN06,117133,MAPLE NORWAY,ACER PLATANOIDES,(40.720674 -73.783279)
434143,53-096 64 ST,53-096,64 ST,11378,405,Front,ACPL,9,Good,None,Good,None,Queens,1011626.299,204784.9447,-73.901226,40.728722,405,11378,515,3002,QN30,130058,MAPLE NORWAY,ACER PLATANOIDES,(40.728722 -73.901226)
270587,132-027 114 PL,132-027,114 PL,11420,410,Front,GIBI,5,Good,Yes,Good,None,Queens,1032932.832,185066.903,-73.824495,40.674509,410,11420,840,4003,QN55,54775,GINKGO,GINKGO BILOBA,(40.674509 -73.824495)
23615,558 W 181 ST,558,W 181 ST,10033,112,Front,QUPA,6,Poor,None,Good,Stakes / Wires,Manhattan,1002816.689,248586.5994,-73.93289,40.848968,112,10033,269,4002,MN35,71132,OAK PIN,QUERCUS PALUSTRIS,(40.848968 -73.93289)
226075,67-010 150 ST,67-010,150 ST,11367,408,Front,PLAC,6,Good,None,Good,None,Queens,1034209.241,206721.3414,-73.819732,40.733938,408,11367,809,5000,QN37,90336,LONDON PLANETREE,PLATANUS ACERIFOLIA,(40.733938 -73.819732)
130920,1131 E 86 ST,1131,E 86 ST,11236,218,Adjacent,PLAC,22,Good,Yes,Raised,None,Brooklyn,1010704.498,170486.5754,-73.904687,40.634583,318,11236,994,1008,BK50,46203,LONDON PLANETREE,PLATANUS ACERIFOLIA,(40.634583 -73.904687)
466959,485 COLON AV,485,COLON AV,10308,503,Front,ACSA1,8,Good,None,NA,None,Staten Island,940071.0327,143914.4475,-74.158999,40.561578,503,10308,14608,1002,SI54,6410,MAPLE SILVER,ACER SACCHARINUM,(40.561578 -74.158999)
224788,108-025 31 DR,108-025,31 DR,11369,403,Front,QUPA,22,Excellent,None,Good,None,Queens,1022764.203,216532.5725,-73.860973,40.760924,403,11369,373,1000,QN27,83473,OAK PIN,QUERCUS PALUSTRIS,(40.760924 -73.860973)
43027,377 W 11 ST,377,W 11 ST,10014,102,Front,GLTR,8,Good,None,Good,None,Manhattan,981549.5741,207171.357,-74.009744,40.735314,102,10014,75,2001,MN23,164175,HONEYLOCUST,GLEDITSIA TRIACANTHOS,(40.735314 -74.009744)
312719,1715 STARR ST,1715,STARR ST,11385,405,Front,ACPL,6,Excellent,None,Good,None,Queens,1006459.413,197385.3286,-73.919893,40.708426,405,11385,539,1011,QN20,45057,MAPLE NORWAY,ACER PLATANOIDES,(40.708426 -73.919893)
442792,107 BRIELE AV,107,BRIELE AV,10314,502,Across,QUPA,30,Excellent,Yes,Good,None,Staten Island,949169.525,157251.9853,-74.126323,40.598227,502,10314,18702,4021,SI05,8207,OAK PIN,QUERCUS PALUSTRIS,(40.598227 -74.126323)
239259,150-049 84 AV,150-049,84 AV,11432,408,Front,PYCO,1,Excellent,None,Good,None,Queens,1037115.873,199358.254,-73.809302,40.713711,408,11432,230,1002,QN35,57128,PEAR COMMON,PYRUS COMMUNIS,(40.713711 -73.809302)
221137,64-033 AUSTIN ST,64-033,AUSTIN ST,11374,406,Side,ACPL,17,Good,None,Good,None,Queens,1023148.12,203799.2501,-73.859661,40.725973,406,11374,69701,2001,QN18,81820,MAPLE NORWAY,ACER PLATANOIDES,(40.725973 -73.859661)
240174,69-007 COOPER AV,69-007,COOPER AV,11385,405,Front,TICO,5,Excellent,None,Good,Stakes / Wires,Queens,1016903.879,194683.811,-73.882234,40.700979,405,11385,629,2002,QN19,49323,LINDEN LITTLE LEAF,TILIA CORDATA,(40.700979 -73.882234)
196622,1389 GATES AV,1389,GATES AV,11221,204,Across,FRPE,7,Good,None,Raised,None,Brooklyn,1007661.946,192898.7925,-73.915571,40.696108,304,11221,433,1003,BK77,9005221,ASH GREEN,FRAXINUS PENNSYLVANICA,(40.696108 -73.915571)
395839,133-011 230 ST,133-011,230 ST,11413,413,Front,ACPL,10,Poor,Yes,Good,None,Queens,1056404.149,186123.018,-73.739868,40.677247,413,11413,618,2003,QN66,171739,MAPLE NORWAY,ACER PLATANOIDES,(40.677247 -73.739868)
41504,145 W 142 ST,145,W 142 ST,10030,110,Side,GIBI,4,Good,None,Good,None,Manhattan,1001156.334,237688.3323,-73.938919,40.819059,110,10030,232,2001,MN03,9004074,GINKGO,GINKGO BILOBA,(40.819059 -73.938919)
29171,109 E 34 ST,109,E 34 ST,10016,106,Assigned,ALGL,5,Good,None,Good,None,Manhattan,989531.6476,211412.4751,-73.980939,40.746953,106,10016,72,1000,MN20,164791,ALDER EUROPEAN,ALNUS GLUTINOSA,(40.746953 -73.980939)
141737,2678 FORD ST,2678,FORD ST,11235,215,Front,PLAC,22,Excellent,None,Raised,None,Brooklyn,1002102.906,153571.7097,-73.935722,40.588177,315,11235,598,1001,BK17,127864,LONDON PLANETREE,PLATANUS ACERIFOLIA,(40.588177 -73.935722)
61494,998 GRANT AV,998,GRANT AV,10456,104,Adjacent,PYCA,10,Good,None,Good,None,Bronx,1007044.931,241332.7714,-73.917632,40.829049,204,10456,18302,3000,BX14,71763,PEAR CALLERY,PYRUS CALLERYANA,(40.829049 -73.917632)
376129,90-017 242 ST,90-017,242 ST,11426,413,Front,PLAC,28,Good,None,Good,None,Queens,1060181.709,204296.9342,-73.726044,40.727099,413,11426,1621,4008,QN43,102450,LONDON PLANETREE,PLATANUS ACERIFOLIA,(40.727099 -73.726044)
182129,7210 NARROWS AV,7210,NARROWS AV,11209,210,Adjacent,ACPL,9,Poor,Yes,Good,None,Brooklyn,974526.9989,170752.743,-74.035032,40.635348,310,11209,38,1001,BK31,126897,MAPLE NORWAY,ACER PLATANOIDES,(40.635348 -74.035032)
419615,146-040 229 ST,146-040,229 ST,11413,413,Front,PS,0,Planting Space,None,Good,None,Queens,1052984.931,179543.8788,-73.752262,40.659216,413,11413,690,2005,QN03,62299,PLANTING SITE,PLANTING SITE,(40.659216 -73.752262)
57800,2205 SEDGEWICK AV,2205,SEDGEWICK AV,10468,107,Across,PYCA,2,Excellent,None,Good,None,Bronx,1008717.04,252752.8813,-73.911548,40.860389,207,10468,257,1000,BX36,72975,PEAR CALLERY,PYRUS CALLERYANA,(40.860389 -73.911548)
307940,110-023 196 ST,110-023,196 ST,11412,412,Front,PLAC,32,Good,None,Good,None,Queens,1050633.204,195950.9625,-73.760577,40.704268,412,11412,506,2006,QN07,64317,LONDON PLANETREE,PLATANUS ACERIFOLIA,(40.704268 -73.760577)
484475,140 WAINWRIGHT AV,140,WAINWRIGHT AV,10312,503,Front,PYCA,3,Good,Yes,Good,None,Staten Island,936640.3522,142512.2321,-74.171336,40.557711,503,10312,17012,1003,SI01,4307,PEAR CALLERY,PYRUS CALLERYANA,(40.557711 -74.171336)
186293,6912 21 AV,6912,21 AV,11204,211,Front,PLAC,17,Good,None,Good,None,Brooklyn,988106.3991,162549.7987,-73.98611,40.612837,311,11204,258,2001,BK28,20355,LONDON PLANETREE,PLATANUS ACERIFOLIA,(40.612837 -73.98611)
216617,11-009 36 AV,11-009,36 AV,11106,401,Front,PLAC,18,Good,Yes,Good,None,Queens,1000898.933,216561.695,-73.939901,40.761073,401,11106,85,1004,QN68,67185,LONDON PLANETREE,PLATANUS ACERIFOLIA,(40.761073 -73.939901)
82785,2210 HAVEMEYER AV,2210,HAVEMEYER AV,10473,109,Assigned,ACRU,2,Good,None,Good,Stakes / Wires,Bronx,1,1,1,1,0,0,Unknown,Unknown,Unknown,0,MAPLE RED,ACER RUBRUM,(1 1)
31809,135 W 128 ST,135,W 128 ST,10027,110,Across,FRPE,6,Excellent,None,Good,None,Manhattan,999451.5955,234426.8869,-73.945085,40.81011,110,10027,224,1001,MN03,166563,ASH GREEN,FRAXINUS PENNSYLVANICA,(40.81011 -73.945085)
27219,131 E 19 ST,131,E 19 ST,10003,106,Adjacent,UNKNOWN,0,Unknown,None,Good,None,Manhattan,988023.4518,207781.0753,-73.986384,40.736987,106,10003,50,1004,MN21,32975,UNKNOWN LIVE TREES,UNKNOWN LIVE TREES,(40.736987 -73.986384)
46339,136 E 129 ST,136,E 129 ST,10035,111,Assigned,PLAC,14,Good,None,Good,None,Manhattan,1002096.977,233260.8988,-73.935532,40.806905,111,10035,242,1008,MN34,69302,LONDON PLANETREE,PLATANUS ACERIFOLIA,(40.806905 -73.935532)
22529,733 AMSTERDAM AV,733,AMSTERDAM AV,10025,107,Side,PS,0,Planting Space,None,Good,None,Manhattan,992413.3842,228498.03,-73.970518,40.793847,107,10025,181,1000,MN12,37340,PLANTING SITE,PLANTING SITE,(40.793847 -73.970518)
72372,722 W 232 ST,722,W 232 ST,10463,108,Front,QURU,22,Excellent,None,Good,None,Bronx,1007129.408,261774.1852,-73.917257,40.885154,208,10463,301,1000,BX29,113160,OAK NORTHERN RED,QUERCUS RUBRA,(40.885154 -73.917257)
256694,8285 94 ST,8285,94 ST,11421,409,Side,ACPL,16,Good,None,Good,None,Queens,1018465.715,220397.6601,-73.87647,40.771551,409,11421,64101,1001,QN53,112736,MAPLE NORWAY,ACER PLATANOIDES,(40.771551 -73.87647)
157256,445 HUMBOLDT ST,445,HUMBOLDT ST,11211,201,Front,FRPE,6,Good,None,Good,None,Brooklyn,999994.6427,200767.7368,-73.943203,40.717724,301,11211,497,1003,BK90,65815,ASH GREEN,FRAXINUS PENNSYLVANICA,(40.717724 -73.943203)
240508,69-025 165 ST,69-025,165 ST,11365,408,Front,UNKSTUM,10,Stump,None,Good,None,Queens,1038572.684,206278.6328,-73.803992,40.732697,408,11365,1223,3009,QN38,90809,UNKNOWN STUMP,UNKNOWN STUMP,(40.732697 -73.803992)
37548,245 2 AV,245,2 AV,10003,106,Front,GLTR,6,Excellent,None,Good,None,Manhattan,988533.1583,206288.7502,-73.984545,40.732891,106,10003,48,4000,MN21,33128,HONEYLOCUST,GLEDITSIA TRIACANTHOS,(40.732891 -73.984545)
254926,84-036 BEVERLEY RD,84-036,BEVERLEY RD,11415,409,Front,ACPL,26,Poor,None,Good,None,Queens,1031288.643,197053.6724,-73.830338,40.707418,409,11415,136,2001,QN60,56082,MAPLE NORWAY,ACER PLATANOIDES,(40.707418 -73.830338)
27333,625 E 14 ST,625,E 14 ST,10009,106,Front,GLTR,10,Good,None,Good,None,Manhattan,990508.4435,204940.3304,-73.977419,40.729188,106,10009,44,5005,MN50,9006529,HONEYLOCUST,GLEDITSIA TRIACANTHOS,(40.729188 -73.977419)
263050,107-016 105 ST,107-016,105 ST,11417,410,Front,TICO,3,Unknown,Yes,Good,Stakes / Wires,Queens,1029975.642,187248.3811,-73.835141,40.680512,410,11417,94,1001,QN55,52161,LINDEN LITTLE LEAF,TILIA CORDATA,(40.680512 -73.835141)
242900,63-036 98 PL,63-036,98 PL,11374,406,Side,ACPL,13,Good,None,NA,None,Queens,1023608.674,205909.1563,-73.857987,40.731762,406,11374,71701,4001,QN18,81986,MAPLE NORWAY,ACER PLATANOIDES,(40.731762 -73.857987)
94494,4007 ELY AV,4007,ELY AV,10466,112,Front,TICO,3,Unknown,None,Good,None,Bronx,1027015.417,263496.4284,-73.845328,40.889807,212,10466,426,2001,BX62,89563,LINDEN LITTLE LEAF,TILIA CORDATA,(40.889807 -73.845328)
159431,369 DRIGGS AV,369,DRIGGS AV,11222,201,Assigned,PLAC,32,Good,None,Good,None,Brooklyn,997624.1497,201973.698,-73.951752,40.721038,301,11222,515,1002,BK73,35257,LONDON PLANETREE,PLATANUS ACERIFOLIA,(40.721038 -73.951752)
135635,3714 FILLMORE AV,3714,FILLMORE AV,11234,218,Front,PLAC,22,Good,Yes,Good,None,Brooklyn,1003043.281,162225.977,-73.932312,40.611929,318,11234,654,2002,BK45,40968,LONDON PLANETREE,PLATANUS ACERIFOLIA,(40.611929 -73.932312)
426533,56-024 195 ST,56-024,195 ST,11365,411,Front,ACPL,15,Good,None,Good,None,Queens,1044457.32,210872.7051,-73.782717,40.745268,411,11365,140902,1010,QN48,97553,MAPLE NORWAY,ACER PLATANOIDES,(40.745268 -73.782717)
508518,53 PROVIDENCE ST,53,PROVIDENCE ST,10304,502,Front,PYCA,2,Good,None,Good,None,Staten Island,959652.3781,157681.2086,-74.088577,40.599441,502,10304,9601,1004,SI36,254551,PEAR CALLERY,PYRUS CALLERYANA,(40.599441 -74.088577)
468301,36 ACORN ST,36,ACORN ST,10306,503,Front,LIST,2,Excellent,Yes,Good,None,Staten Island,949286.9789,144881.9647,-74.125836,40.564274,503,10306,13201,2005,SI25,7509,SWEETGUM,LIQUIDAMBAR STYRACIFLUA,(40.564274 -74.125836)
286566,70-032 JUNO ST,70-032,JUNO ST,11375,406,Front,PLAC,30,Good,None,Good,None,Queens,1025786.643,199613.3293,-73.850167,40.714472,406,11375,729,1000,QN17,52885,LONDON PLANETREE,PLATANUS ACERIFOLIA,(40.714472 -73.850167)
409158,1-000 B 73 ST,1-000,B 73 ST,11692,414,Assigned,PLAC,21,Poor,None,Good,None,Queens,1,1,1,1,414,11692,954,3024,QN12,214868,LONDON PLANETREE,PLATANUS ACERIFOLIA,(1 1)
393684,59-011 154 PL,59-011,154 PL,11355,407,Front,ACPL,15,Good,None,Good,None,Queens,1035782.582,209135.7246,-73.814037,40.740556,407,11355,1215,3006,QN62,90482,MAPLE NORWAY,ACER PLATANOIDES,(40.740556 -73.814037)
477917,49 LATOURETTE ST,49,LATOURETTE ST,10309,503,Front,QUPA,24,Poor,None,Good,None,Staten Island,925669.3091,129271.97,-74.210704,40.521303,503,10309,198,2012,SI01,992,OAK PIN,QUERCUS PALUSTRIS,(40.521303 -74.210704)
291,59 SULLIVAN ST,59,SULLIVAN ST,10012,102,Across,GIBI,3,Excellent,None,Good,None,Manhattan,983082.7764,203142.3615,-74.004211,40.724255,102,10012,47,1001,MN24,32120,GINKGO,GINKGO BILOBA,(40.724255 -74.004211)
513,49 KING ST,49,KING ST,10014,102,Front,ULAM,6,Excellent,None,Good,None,Manhattan,982870.1181,204446.1022,-74.004979,40.727834,102,10014,37,2002,MN24,32148,ELM AMERICAN,ULMUS AMERICANA,(40.727834 -74.004979)
314071,106-006 PINE GROVE ST,106-006,PINE GROVE ST,11435,412,Across,PS,0,Planting Space,None,Good,None,Queens,1037753.234,191200.573,-73.807068,40.691316,412,11435,202,1005,QN01,56995,PLANTING SITE,PLANTING SITE,(40.691316 -73.807068)
194819,388 STATE ST,388,STATE ST,11217,202,Front,PR,2,Excellent,None,Good,None,Brooklyn,988586.0151,189770.3949,-73.984365,40.687552,302,11217,41,1003,BK38,22827,CHERRY OTHER,PRUNUS SPECIES,(40.687552 -73.984365)
327194,139-006 QUEENS BLVD,139-006,QUEENS BLVD,11435,408,Median,QUPA,13,Poor,None,Good,None,Queens,1035124.366,196595.5925,-73.816507,40.70614,408,11435,214,3006,QN35,170497,OAK PIN,QUERCUS PALUSTRIS,(40.70614 -73.816507)
481662,349 BUCHANAN AV,349,BUCHANAN AV,10314,502,Front,PS,0,Planting Space,None,Good,None,Staten Island,947067.2422,160280.3593,-74.13391,40.606531,502,10314,18902,3004,SI05,110829,PLANTING SITE,PLANTING SITE,(40.606531 -74.13391)
318925,58-068 MASPETH AV,58-068,MASPETH AV,11378,405,Front,ACPL,19,Good,Yes,Good,None,Queens,1009323.996,202720.7764,-73.909541,40.723063,405,11378,531,1001,QN30,66944,MAPLE NORWAY,ACER PLATANOIDES,(40.723063 -73.909541)
191135,57 WEBSTER AV,57,WEBSTER AV,11230,212,Front,ACPS,7,Good,None,Good,None,Brooklyn,990532.1112,168692.1123,-73.977368,40.629695,312,11230,476,1000,BK88,26560,MAPLE SYCAMORE,ACER PSEUDOPLATANUS,(40.629695 -73.977368)
65026,3301 ASTOR AV,3301,ASTOR AV,10469,111,Adjacent,ACPL,17,Good,Yes,Raised,Stakes / Wires,Bronx,1,1,1,1,0,0,Unknown,Unknown,Unknown,0,MAPLE NORWAY,ACER PLATANOIDES,(1 1)
205157,225 83 ST,225,83 ST,11209,210,Front,ACPL,3,Good,None,Good,None,Brooklyn,975324.2244,167408.1325,-74.032155,40.626169,310,11209,62,3000,BK31,126792,MAPLE NORWAY,ACER PLATANOIDES,(40.626169 -74.032155)
424016,14-049 MOTT AV,14-049,MOTT AV,11691,414,Front,ACPL,7,Good,Yes,Good,None,Queens,1054177.497,158511.8379,-73.748182,40.601479,414,11691,101001,2002,QN15,61874,MAPLE NORWAY,ACER PLATANOIDES,(40.601479 -73.748182)
316747,60-058 56 ST,60-058,56 ST,11378,405,Front,ACSA1,10,Poor,Yes,Good,None,Queens,1009193.528,199949.597,-73.910021,40.715457,405,11378,595,4003,QN20,66904,MAPLE SILVER,ACER SACCHARINUM,(40.715457 -73.910021)
78834,1750 VAN BURNE ST,1750,VAN BURNE ST,10460,111,Adjacent,SOJA,3,Excellent,None,NA,Stakes / Wires,Bronx,1019991.12,246015.2239,-73.870826,40.841858,211,10460,240,3001,BX37,85842,JAPANESE PAGODA TREE,SOPHORA JAPONICA,(40.841858 -73.870826)
244272,1826 CORNELIA ST,1826,CORNELIA ST,11385,405,Front,ACPL,0,Good,Yes,Good,None,Queens,1010799.967,194875.9215,-73.904247,40.701526,405,11385,551,3002,QN20,48562,MAPLE NORWAY,ACER PLATANOIDES,(40.701526 -73.904247)
220679,62-075 WETHEROLE ST,62-075,WETHEROLE ST,11374,406,Front,ACSA2,20,Good,Yes,NA,None,Queens,1021269.179,204916.0796,-73.866434,40.729046,406,11374,687,2002,QN18,113730,MAPLE SUGAR,ACER SACCHARUM,(40.729046 -73.866434)
52409,2018 ST PAULS AVE,2018,ST PAULS AVE,10461,110,Front,PLAC,3,Good,None,Good,None,Bronx,1031613.252,249957.8578,-73.828795,40.852624,210,10461,300,3000,BX10,131827,LONDON PLANETREE,PLATANUS ACERIFOLIA,(40.852624 -73.828795)
357719,120-034 230 ST,120-034,230 ST,11411,413,Front,ACPL,21,Good,None,Good,None,Queens,1057946.97,189674.2881,-73.734267,40.686982,413,11411,612,2001,QN33,171813,MAPLE NORWAY,ACER PLATANOIDES,(40.686982 -73.734267)
87032,5420 VALLES AV,5420,VALLES AV,10471,108,Front,ACPL,9,Good,None,Good,None,Bronx,1011963.808,267789.9786,-73.899748,40.901652,208,10471,345,2004,BX22,81008,MAPLE NORWAY,ACER PLATANOIDES,(40.901652 -73.899748)
446315,34 ARLO RD,34,ARLO RD,10301,501,Front,ACPL,11,Good,None,Good,None,Staten Island,958908.9113,164978.6037,-74.091281,40.619468,501,10301,39,1000,SI08,105583,MAPLE NORWAY,ACER PLATANOIDES,(40.619468 -74.091281)
460636,96 NASHVILLE ST,96,NASHVILLE ST,10307,503,Front,ACPL,4,Good,None,Good,None,Staten Island,917542.4033,126913.2968,-74.239911,40.514772,503,10307,248,3021,SI11,105195,MAPLE NORWAY,ACER PLATANOIDES,(40.514772 -74.239911)
291464,95000 70 AV,95000,70 AV,11375,406,Assigned,PLAC,29,Good,Yes,Good,None,Queens,1024664.655,197652.4149,-73.854227,40.709095,406,11375,729,1000,QN17,52882,LONDON PLANETREE,PLATANUS ACERIFOLIA,(40.709095 -73.854227)
75244,510 LACOMBE AV,510,LACOMBE AV,10473,109,Side,QURU,12,Good,None,Good,None,Bronx,1,1,1,1,0,0,Unknown,Unknown,Unknown,0,OAK NORTHERN RED,QUERCUS RUBRA,(1 1)
109063,123 E 49 ST,123,E 49 ST,11203,209,Adjacent,ACPL,8,Poor,None,Good,None,Brooklyn,1003060.378,179479.5889,-73.932203,40.659287,309,11203,878,2000,BK60,42111,MAPLE NORWAY,ACER PLATANOIDES,(40.659287 -73.932203)
516160,92 EVERGREEN ST,92,EVERGREEN ST,10308,503,Front,LIST,6,Excellent,None,Good,None,Staten Island,945094.4184,142649.7102,-74.140913,40.55813,503,10308,14606,2002,SI54,6908,SWEETGUM,LIQUIDAMBAR STYRACIFLUA,(40.55813 -74.140913)
185435,1864 80 ST,1864,80 ST,11214,211,Front,ACRU,8,Good,None,Good,None,Brooklyn,984913.3836,161424.5353,-73.997611,40.609749,311,11214,276,3001,BK28,19829,MAPLE RED,ACER RUBRUM,(40.609749 -73.997611)
347747,79-030 212 ST,79-030,212 ST,11364,411,Front,ACPL,3,Good,None,Good,None,Queens,1050894.407,207092.8007,-73.759524,40.734847,411,11364,129103,3002,QN42,181562,MAPLE NORWAY,ACER PLATANOIDES,(40.734847 -73.759524)
15317,14 W 76 ST,14,W 76 ST,10023,107,Front,ACPS,10,Good,None,Good,None,Manhattan,991325.0438,223077.1326,-73.974454,40.778969,107,10023,161,3000,MN12,37198,MAPLE SYCAMORE,ACER PSEUDOPLATANUS,(40.778969 -73.974454)
400968,145-029 5 AV,145-029,5 AV,11359,407,Side,PLAC,29,Good,None,Good,None,Queens,1033033.593,228794.5598,-73.823814,40.79453,407,11357,973,1010,QN49,92402,LONDON PLANETREE,PLATANUS ACERIFOLIA,(40.79453 -73.823814)
503079,200 ROMA AV,200,ROMA AV,10306,503,Front,SABA,24,Good,Yes,Good,None,Staten Island,955296.3727,143716.6906,-74.104203,40.561098,503,10306,12806,4013,SI25,112176,WILLOW WEEPING,SALIX BABYLONICA,(40.561098 -74.104203)
472140,481 KING ST,481,KING ST,10312,503,Front,PLAC,14,Poor,Yes,Good,None,Staten Island,940099.972,133314.3944,-74.158826,40.532483,503,10312,15602,2005,SI01,5821,LONDON PLANETREE,PLATANUS ACERIFOLIA,(40.532483 -74.158826)
